participantId,format,task,strict_parse,loose_parse
64457bc906c125cebd4bf66b,json5,modifying-task-tabular-1,True,True
6697c8b6d9d7baa7edd8c4d3,hjson,modifying-task-tabular-1,True,False
66475d6f7b27e4443ef0d031,json,modifying-task-tabular-1,True,True
67f5bb69760b211cdfe8021c,jsonc,modifying-task-tabular-1,True,True
67e571bef6af7ecd9c29ad72,json,modifying-task-tabular-1,True,True
60f1f1d4ac991a259b83f603,json,modifying-task-tabular-1,True,True
678f0bb28ec3307e4f1afb78,hjson,modifying-task-tabular-1,True,False
673c13c9d37c8a73bc80b8ce,json,modifying-task-tabular-1,True,True
673e43cc760355e9e4f042a3,json5,modifying-task-tabular-1,True,True
60a0b744298c64d46b63e893,hjson,modifying-task-tabular-1,True,False
678bad003d15e6aba1ee5a5d,jsonc,modifying-task-tabular-1,True,True
66cdfebcb908ea2717d06b6c,hjson,modifying-task-tabular-1,True,False
67f0c5d37f91ceae5cb3b318,jsonc,modifying-task-tabular-1,True,True
56cb8858edf8da000b6df354,hjson,modifying-task-tabular-1,True,False
67aee0dfad3492b61a9ba0eb,jsonc,modifying-task-tabular-1,True,True
667971a555af1f83d3f29ae7,hjson,modifying-task-tabular-1,True,False
5c6414540821d30001046198,hjson,modifying-task-tabular-1,True,False
6788c1c724c24dc56b08790a,json5,modifying-task-tabular-1,True,True
6734346ca8e90c2da6fb4509,jsonc,modifying-task-tabular-1,True,True
67ab214c2cde1be7c45535ac,jsonc,modifying-task-tabular-1,True,True
607728dc0b4f8590b94ae57c,jsonc,modifying-task-tabular-1,True,True
667c18ace97ab6869cb1c50e,hjson,modifying-task-tabular-1,True,False
667ac09492ea0caadf488520,json,modifying-task-tabular-1,False,False
67debe02a893eea51e8d02f2,json,modifying-task-tabular-1,True,True
5dafea4de40355001651fa2f,jsonc,modifying-task-tabular-1,True,True
615200d54efc832849db2259,json,modifying-task-tabular-1,True,True
67a754a5c8614c52a939d87b,hjson,modifying-task-tabular-1,True,False
65cf6d8a589a67afcab54e6f,hjson,modifying-task-tabular-1,True,False
672d98919cc177d28c204e76,json5,modifying-task-tabular-1,True,True
66b0d065329001a04e5ae671,json,modifying-task-tabular-1,True,True
67f1a4f8dd44e7cd5adffa29,json5,modifying-task-tabular-1,True,True
5e3b5fa9255e7a37bc841135,json,modifying-task-tabular-1,True,True
5d30dfa68b1523000134878f,json,modifying-task-tabular-1,True,True
672ca6c0324ac26cdc0dd298,json5,modifying-task-tabular-1,True,True
67d7fa657f5ac0292a291a38,hjson,modifying-task-tabular-1,True,False
677d185800ab83d1b0185d82,jsonc,modifying-task-tabular-1,True,True
5b68c9eb87af310001584803,json5,modifying-task-tabular-1,True,True
6784ff2095dd9b97e969b01f,jsonc,modifying-task-tabular-1,True,True
5ecc71c95c92c2000a9e9a19,jsonc,modifying-task-tabular-1,True,True
61267b828ead584bcf092e35,hjson,modifying-task-tabular-1,True,False
67cb01a82dda2577eb6ee320,json,modifying-task-tabular-1,True,True
6606b31155457e4f162ecf5a,json5,modifying-task-tabular-1,True,True
67cd944859dabbd1d4552d39,json,modifying-task-tabular-1,False,False
57c357770e6a1f00015f6038,json,modifying-task-tabular-1,True,True
67d188bcc201cc08eac23f92,json5,modifying-task-tabular-1,False,False
66781db404eab5e142f849d9,jsonc,modifying-task-tabular-1,True,True
5f29eff59714081a3594a331,json,modifying-task-tabular-1,True,True
65be552ceed6a0595fa1feb5,json,modifying-task-tabular-1,True,True
6577a27da9f5297d49f38e6f,hjson,modifying-task-tabular-1,True,False
67e12acb51605ac16c227598,jsonc,modifying-task-tabular-1,True,True
67d9788747176969d8d0fa1d,hjson,modifying-task-tabular-1,True,False
67d548b5aa5737666a77a6d2,json5,modifying-task-tabular-1,True,True
6787d648d7b1963c661f9443,json5,modifying-task-tabular-1,False,False
66b246951b9aefec80b7158a,json,modifying-task-tabular-1,True,True
67d163e7b7bcc1e9718e01da,json5,modifying-task-tabular-1,True,True
67ab650c320eccf6141d4010,jsonc,modifying-task-tabular-1,False,False
65fad673a546ab14baf2f8d3,json5,modifying-task-tabular-1,True,True
67adb27bd5f5776fcb16da62,hjson,modifying-task-tabular-1,True,False
6675c40cdc52b37294f0514e,hjson,modifying-task-tabular-1,True,False
67e25388d573ec2d5f1c8442,yaml,modifying-task-tabular-1,True,True
67e5cf90b79d0874e1cf16b0,toml,modifying-task-tabular-1,True,True
67d00f24466a67ba7e41228e,toml,modifying-task-tabular-1,True,True
66992f58a7964f557fc75f58,toml,modifying-task-tabular-1,True,True
67dc19c31078d1581e39e75a,yaml,modifying-task-tabular-1,True,True
67adb520391eb17f214a50b4,yaml,modifying-task-tabular-1,True,True
64275e53f51a5ed4f6b7d019,toml,modifying-task-tabular-1,True,True
66049694dfb8828a8f3dce70,yaml,modifying-task-tabular-1,True,True
673d0377254c407e5da57f97,toml,modifying-task-tabular-1,True,True
6787e4bd2bf9557a90208f03,yaml,modifying-task-tabular-1,True,True
5e8a5a892f6f027054a83d88,toml,modifying-task-tabular-1,True,True
67f184a3b82990251abd1592,yaml,modifying-task-tabular-1,True,True
67bf88cc763aae600b429a3e,toml,modifying-task-tabular-1,True,True
60fce3df91350150e2e88423,yaml,modifying-task-tabular-1,True,True
67d29234dbfdb6668d124115,yaml,modifying-task-tabular-1,True,True
671a519900a99ebc15a67672,yaml,modifying-task-tabular-1,True,True
637d8ca00150ac6e71a34ec9,yaml,modifying-task-tabular-1,True,True
63e5b3e89a3823139cb9d35e,toml,modifying-task-tabular-1,True,True
67f3619e16d4ca195fbd1bd0,yaml,modifying-task-tabular-1,True,True
667c2175b570aa694ce2f63c,toml,modifying-task-tabular-1,True,True
67d1283c8f6169900d0072d2,yaml,modifying-task-tabular-1,False,False
67eefd0739d752c54dd52686,toml,modifying-task-tabular-1,True,True
67f913a9b5c79e960807c7e3,yaml,modifying-task-tabular-1,True,True
672003022f1b667a20157c45,yaml,modifying-task-tabular-1,True,True
671b65fe04c301eb14263ba5,toml,modifying-task-tabular-1,True,True
66a9285501ac98053902d481,toml,modifying-task-tabular-1,True,True
5d766978f47e6200019a2acf,yaml,modifying-task-tabular-1,True,True
665c5d94303fdf202ac9ded0,toml,modifying-task-tabular-1,True,True
67f1c7bd6f1c4a3d8deae02f,toml,modifying-task-tabular-1,True,True
669b961e1c9cf30a26bb57d2,xml,modifying-task-tabular-1,True,True
60721c2da01b3a616edba9a7,xml,modifying-task-tabular-1,True,True
67d95269b47464c18da766ca,xml,modifying-task-tabular-1,True,True
6740ae39809389d7da9de209,xml,modifying-task-tabular-1,False,True
62fd14d7b1e0729dc8aadb79,xml,modifying-task-tabular-1,True,True
677c52fe648cd68583dd3b1e,xml,modifying-task-tabular-1,True,True
67eff2b1a264260e948a4d14,xml,modifying-task-tabular-1,True,True
6501c0a2e788b5556c24569d,xml,modifying-task-tabular-1,True,True
66bb6b7e0ccbed81f3ed30a8,xml,modifying-task-tabular-1,True,True
6753746b1f8827e2bd586bf0,xml,modifying-task-tabular-1,True,True
669a84e18da4349ece0ea67c,xml,modifying-task-tabular-1,True,True
677d32c679491be18090225b,xml,modifying-task-tabular-1,True,True
64457bc906c125cebd4bf66b,json5,modifying-task-tabular-2,False,False
6697c8b6d9d7baa7edd8c4d3,hjson,modifying-task-tabular-2,True,False
66475d6f7b27e4443ef0d031,json,modifying-task-tabular-2,True,True
67f5bb69760b211cdfe8021c,jsonc,modifying-task-tabular-2,True,True
67e571bef6af7ecd9c29ad72,json,modifying-task-tabular-2,True,True
60f1f1d4ac991a259b83f603,json,modifying-task-tabular-2,False,False
678f0bb28ec3307e4f1afb78,hjson,modifying-task-tabular-2,True,False
673c13c9d37c8a73bc80b8ce,json,modifying-task-tabular-2,True,True
60a0b744298c64d46b63e893,hjson,modifying-task-tabular-2,True,False
678bad003d15e6aba1ee5a5d,jsonc,modifying-task-tabular-2,True,True
66cdfebcb908ea2717d06b6c,hjson,modifying-task-tabular-2,True,False
67f0c5d37f91ceae5cb3b318,jsonc,modifying-task-tabular-2,False,False
56cb8858edf8da000b6df354,hjson,modifying-task-tabular-2,True,False
67aee0dfad3492b61a9ba0eb,jsonc,modifying-task-tabular-2,False,False
667971a555af1f83d3f29ae7,hjson,modifying-task-tabular-2,True,False
5c6414540821d30001046198,hjson,modifying-task-tabular-2,True,False
6788c1c724c24dc56b08790a,json5,modifying-task-tabular-2,False,False
6734346ca8e90c2da6fb4509,jsonc,modifying-task-tabular-2,True,True
67ab214c2cde1be7c45535ac,jsonc,modifying-task-tabular-2,False,False
607728dc0b4f8590b94ae57c,jsonc,modifying-task-tabular-2,False,False
667c18ace97ab6869cb1c50e,hjson,modifying-task-tabular-2,True,False
667ac09492ea0caadf488520,json,modifying-task-tabular-2,False,False
67debe02a893eea51e8d02f2,json,modifying-task-tabular-2,False,False
5dafea4de40355001651fa2f,jsonc,modifying-task-tabular-2,False,False
615200d54efc832849db2259,json,modifying-task-tabular-2,True,True
67a754a5c8614c52a939d87b,hjson,modifying-task-tabular-2,True,False
65cf6d8a589a67afcab54e6f,hjson,modifying-task-tabular-2,True,False
672d98919cc177d28c204e76,json5,modifying-task-tabular-2,True,True
66b0d065329001a04e5ae671,json,modifying-task-tabular-2,False,False
5e3b5fa9255e7a37bc841135,json,modifying-task-tabular-2,True,True
5d30dfa68b1523000134878f,json,modifying-task-tabular-2,False,False
672ca6c0324ac26cdc0dd298,json5,modifying-task-tabular-2,False,False
5b68c9eb87af310001584803,json5,modifying-task-tabular-2,False,False
6784ff2095dd9b97e969b01f,jsonc,modifying-task-tabular-2,False,False
5ecc71c95c92c2000a9e9a19,jsonc,modifying-task-tabular-2,True,True
61267b828ead584bcf092e35,hjson,modifying-task-tabular-2,True,False
67cb01a82dda2577eb6ee320,json,modifying-task-tabular-2,True,True
6606b31155457e4f162ecf5a,json5,modifying-task-tabular-2,True,True
67cd944859dabbd1d4552d39,json,modifying-task-tabular-2,True,True
57c357770e6a1f00015f6038,json,modifying-task-tabular-2,False,False
67d188bcc201cc08eac23f92,json5,modifying-task-tabular-2,False,False
66781db404eab5e142f849d9,jsonc,modifying-task-tabular-2,False,False
5f29eff59714081a3594a331,json,modifying-task-tabular-2,True,True
6577a27da9f5297d49f38e6f,hjson,modifying-task-tabular-2,True,False
67d9788747176969d8d0fa1d,hjson,modifying-task-tabular-2,True,False
67d548b5aa5737666a77a6d2,json5,modifying-task-tabular-2,True,True
66b246951b9aefec80b7158a,json,modifying-task-tabular-2,True,True
67d163e7b7bcc1e9718e01da,json5,modifying-task-tabular-2,True,True
67ab650c320eccf6141d4010,jsonc,modifying-task-tabular-2,False,False
65fad673a546ab14baf2f8d3,json5,modifying-task-tabular-2,True,True
67adb27bd5f5776fcb16da62,hjson,modifying-task-tabular-2,True,False
6675c40cdc52b37294f0514e,hjson,modifying-task-tabular-2,True,False
67e25388d573ec2d5f1c8442,yaml,modifying-task-tabular-2,True,True
67e5cf90b79d0874e1cf16b0,toml,modifying-task-tabular-2,True,True
67d00f24466a67ba7e41228e,toml,modifying-task-tabular-2,True,True
6672d878f68b9e349b56e871,toml,modifying-task-tabular-2,True,True
66992f58a7964f557fc75f58,toml,modifying-task-tabular-2,True,True
67dc19c31078d1581e39e75a,yaml,modifying-task-tabular-2,True,True
67adb520391eb17f214a50b4,yaml,modifying-task-tabular-2,True,True
64275e53f51a5ed4f6b7d019,toml,modifying-task-tabular-2,True,True
66049694dfb8828a8f3dce70,yaml,modifying-task-tabular-2,True,True
673d0377254c407e5da57f97,toml,modifying-task-tabular-2,True,True
5e8a5a892f6f027054a83d88,toml,modifying-task-tabular-2,True,True
67f184a3b82990251abd1592,yaml,modifying-task-tabular-2,False,False
67bf88cc763aae600b429a3e,toml,modifying-task-tabular-2,True,True
60fce3df91350150e2e88423,yaml,modifying-task-tabular-2,True,True
67d29234dbfdb6668d124115,yaml,modifying-task-tabular-2,True,True
671a519900a99ebc15a67672,yaml,modifying-task-tabular-2,True,True
637d8ca00150ac6e71a34ec9,yaml,modifying-task-tabular-2,False,False
63e5b3e89a3823139cb9d35e,toml,modifying-task-tabular-2,True,True
67f3619e16d4ca195fbd1bd0,yaml,modifying-task-tabular-2,True,True
667c2175b570aa694ce2f63c,toml,modifying-task-tabular-2,True,True
67d1283c8f6169900d0072d2,yaml,modifying-task-tabular-2,False,False
67eefd0739d752c54dd52686,toml,modifying-task-tabular-2,False,False
67f913a9b5c79e960807c7e3,yaml,modifying-task-tabular-2,True,True
672003022f1b667a20157c45,yaml,modifying-task-tabular-2,True,True
671b65fe04c301eb14263ba5,toml,modifying-task-tabular-2,True,True
66a9285501ac98053902d481,toml,modifying-task-tabular-2,True,True
5d766978f47e6200019a2acf,yaml,modifying-task-tabular-2,True,True
665c5d94303fdf202ac9ded0,toml,modifying-task-tabular-2,True,True
67f1c7bd6f1c4a3d8deae02f,toml,modifying-task-tabular-2,True,True
669b961e1c9cf30a26bb57d2,xml,modifying-task-tabular-2,True,True
60721c2da01b3a616edba9a7,xml,modifying-task-tabular-2,True,True
67d95269b47464c18da766ca,xml,modifying-task-tabular-2,False,True
6740ae39809389d7da9de209,xml,modifying-task-tabular-2,True,True
62fd14d7b1e0729dc8aadb79,xml,modifying-task-tabular-2,True,True
677c52fe648cd68583dd3b1e,xml,modifying-task-tabular-2,False,True
67eff2b1a264260e948a4d14,xml,modifying-task-tabular-2,True,True
6501c0a2e788b5556c24569d,xml,modifying-task-tabular-2,True,True
66bb6b7e0ccbed81f3ed30a8,xml,modifying-task-tabular-2,True,True
6753746b1f8827e2bd586bf0,xml,modifying-task-tabular-2,True,True
669a84e18da4349ece0ea67c,xml,modifying-task-tabular-2,True,True
677d32c679491be18090225b,xml,modifying-task-tabular-2,False,True
64457bc906c125cebd4bf66b,json5,modifying-task-tabular-3,True,True
66475d6f7b27e4443ef0d031,json,modifying-task-tabular-3,False,False
67f5bb69760b211cdfe8021c,jsonc,modifying-task-tabular-3,True,True
67e571bef6af7ecd9c29ad72,json,modifying-task-tabular-3,True,True
60f1f1d4ac991a259b83f603,json,modifying-task-tabular-3,True,True
678f0bb28ec3307e4f1afb78,hjson,modifying-task-tabular-3,True,False
673c13c9d37c8a73bc80b8ce,json,modifying-task-tabular-3,False,False
673e43cc760355e9e4f042a3,json5,modifying-task-tabular-3,True,True
60a0b744298c64d46b63e893,hjson,modifying-task-tabular-3,True,False
678bad003d15e6aba1ee5a5d,jsonc,modifying-task-tabular-3,True,True
66cdfebcb908ea2717d06b6c,hjson,modifying-task-tabular-3,True,False
67f0c5d37f91ceae5cb3b318,jsonc,modifying-task-tabular-3,False,False
56cb8858edf8da000b6df354,hjson,modifying-task-tabular-3,True,False
67aee0dfad3492b61a9ba0eb,jsonc,modifying-task-tabular-3,False,False
667971a555af1f83d3f29ae7,hjson,modifying-task-tabular-3,True,False
5c6414540821d30001046198,hjson,modifying-task-tabular-3,False,False
6788c1c724c24dc56b08790a,json5,modifying-task-tabular-3,False,False
6734346ca8e90c2da6fb4509,jsonc,modifying-task-tabular-3,True,True
67ab214c2cde1be7c45535ac,jsonc,modifying-task-tabular-3,False,False
607728dc0b4f8590b94ae57c,jsonc,modifying-task-tabular-3,True,True
667c18ace97ab6869cb1c50e,hjson,modifying-task-tabular-3,True,False
