,participantId,format,task,correct,num_wrong_attempts,duration_sec,wrong_choice_count
0,64457bc906c125cebd4bf66b,json5,tutorial-part1,1,3,225.255,4
1,64457bc906c125cebd4bf66b,json5,tutorial-part2,0,5,128.872,0
2,6697c8b6d9d7baa7edd8c4d3,hjson,tutorial-part1,1,3,370.784,3
3,6697c8b6d9d7baa7edd8c4d3,hjson,tutorial-part2,1,1,100.488,0
4,67e25388d573ec2d5f1c8442,yaml,tutorial-part1,1,0,230.849,0
5,67e25388d573ec2d5f1c8442,yaml,tutorial-part2,1,4,1322.443,4
6,67e5cf90b79d0874e1cf16b0,toml,tutorial-part1,1,1,130.408,1
7,67e5cf90b79d0874e1cf16b0,toml,tutorial-part2,1,0,343.392,0
8,67d00f24466a67ba7e41228e,toml,tutorial-part1,0,5,408.927,5
9,67d00f24466a67ba7e41228e,toml,tutorial-part2,1,3,235.394,2
10,66475d6f7b27e4443ef0d031,json,tutorial-part1,1,2,87.228,2
11,66475d6f7b27e4443ef0d031,json,tutorial-part2,1,3,81.036,4
12,6672d878f68b9e349b56e871,toml,tutorial-part1,1,5,319.341,1
13,6672d878f68b9e349b56e871,toml,tutorial-part2,1,0,87.967,0
14,67f5bb69760b211cdfe8021c,jsonc,tutorial-part1,1,0,107.476,0
15,67f5bb69760b211cdfe8021c,jsonc,tutorial-part2,0,5,170.022,0
16,67e571bef6af7ecd9c29ad72,json,tutorial-part1,1,4,1658.941,7
17,67e571bef6af7ecd9c29ad72,json,tutorial-part2,1,3,611.594,3
18,60f1f1d4ac991a259b83f603,json,tutorial-part1,1,5,218.73,9
19,60f1f1d4ac991a259b83f603,json,tutorial-part2,1,4,88.396,4
20,678f0bb28ec3307e4f1afb78,hjson,tutorial-part1,1,2,580.038,2
21,678f0bb28ec3307e4f1afb78,hjson,tutorial-part2,1,1,229.055,0
22,669b961e1c9cf30a26bb57d2,xml,tutorial-part1,1,0,266.241,0
23,669b961e1c9cf30a26bb57d2,xml,tutorial-part2,1,2,146.946,4
24,673c13c9d37c8a73bc80b8ce,json,tutorial-part1,1,2,411.27,3
25,673c13c9d37c8a73bc80b8ce,json,tutorial-part2,1,1,100.372,2
26,66992f58a7964f557fc75f58,toml,tutorial-part1,0,5,243.668,7
27,66992f58a7964f557fc75f58,toml,tutorial-part2,1,2,52.782,1
28,60721c2da01b3a616edba9a7,xml,tutorial-part1,1,0,277.262,0
29,60721c2da01b3a616edba9a7,xml,tutorial-part2,1,3,352.41,3
30,673e43cc760355e9e4f042a3,json5,tutorial-part1,1,5,1141.428,6
31,673e43cc760355e9e4f042a3,json5,tutorial-part2,1,5,109.271,0
32,60a0b744298c64d46b63e893,hjson,tutorial-part1,1,3,244.738,4
33,60a0b744298c64d46b63e893,hjson,tutorial-part2,1,1,82.331,0
34,67dc19c31078d1581e39e75a,yaml,tutorial-part1,1,2,184.394,1
35,67dc19c31078d1581e39e75a,yaml,tutorial-part2,1,4,142.26,4
36,678bad003d15e6aba1ee5a5d,jsonc,tutorial-part1,1,3,291.43,4
37,678bad003d15e6aba1ee5a5d,jsonc,tutorial-part2,1,1,144.703,0
38,66cdfebcb908ea2717d06b6c,hjson,tutorial-part1,1,1,285.557,1
39,66cdfebcb908ea2717d06b6c,hjson,tutorial-part2,1,1,118.172,0
40,67f0c5d37f91ceae5cb3b318,jsonc,tutorial-part1,1,3,195.482,5
41,67f0c5d37f91ceae5cb3b318,jsonc,tutorial-part2,0,5,65.045,0
42,56cb8858edf8da000b6df354,hjson,tutorial-part1,1,0,237.789,0
43,56cb8858edf8da000b6df354,hjson,tutorial-part2,1,0,74.95,0
44,67aee0dfad3492b61a9ba0eb,jsonc,tutorial-part1,1,2,466.468,3
45,67aee0dfad3492b61a9ba0eb,jsonc,tutorial-part2,1,1,174.797,0
46,667971a555af1f83d3f29ae7,hjson,tutorial-part1,1,0,248.8,0
47,667971a555af1f83d3f29ae7,hjson,tutorial-part2,1,0,91.447,0
48,5c6414540821d30001046198,hjson,tutorial-part1,1,1,700.999,0
49,5c6414540821d30001046198,hjson,tutorial-part2,1,1,197.701,0
50,6788c1c724c24dc56b08790a,json5,tutorial-part1,1,3,408.66,5
51,6788c1c724c24dc56b08790a,json5,tutorial-part2,1,2,241.474,0
52,67adb520391eb17f214a50b4,yaml,tutorial-part1,1,0,395.727,0
53,67adb520391eb17f214a50b4,yaml,tutorial-part2,1,1,177.53,0
54,67d95269b47464c18da766ca,xml,tutorial-part1,0,5,559.786,5
55,67d95269b47464c18da766ca,xml,tutorial-part2,1,4,311.785,5
56,64275e53f51a5ed4f6b7d019,toml,tutorial-part1,1,1,210.723,1
57,64275e53f51a5ed4f6b7d019,toml,tutorial-part2,1,0,176.858,0
58,6734346ca8e90c2da6fb4509,jsonc,tutorial-part1,1,3,278.731,6
59,6734346ca8e90c2da6fb4509,jsonc,tutorial-part2,1,1,50.949,0
60,66049694dfb8828a8f3dce70,yaml,tutorial-part1,1,1,348.131,1
61,66049694dfb8828a8f3dce70,yaml,tutorial-part2,1,0,112.858,0
62,67ab214c2cde1be7c45535ac,jsonc,tutorial-part1,1,0,10.186,0
63,67ab214c2cde1be7c45535ac,jsonc,tutorial-part2,1,1,33.431,0
64,607728dc0b4f8590b94ae57c,jsonc,tutorial-part1,1,2,174.017,3
65,607728dc0b4f8590b94ae57c,jsonc,tutorial-part2,1,2,71.742,0
66,667c18ace97ab6869cb1c50e,hjson,tutorial-part1,1,2,385.397,2
67,667c18ace97ab6869cb1c50e,hjson,tutorial-part2,1,0,5.353,0
68,667ac09492ea0caadf488520,json,tutorial-part1,0,5,489.026,9
69,667ac09492ea0caadf488520,json,tutorial-part2,0,5,206.341,8
70,6740ae39809389d7da9de209,xml,tutorial-part1,1,1,255.994,1
71,6740ae39809389d7da9de209,xml,tutorial-part2,0,5,280.348,5
72,67c246023b44ca64d40ae45a,json5,tutorial-part1,1,4,223.83,6
73,67c246023b44ca64d40ae45a,json5,tutorial-part2,0,5,76.008,0
74,67debe02a893eea51e8d02f2,json,tutorial-part1,1,4,339.599,5
75,67debe02a893eea51e8d02f2,json,tutorial-part2,1,1,265.252,1
76,673d0377254c407e5da57f97,toml,tutorial-part1,1,0,179.998,0
77,673d0377254c407e5da57f97,toml,tutorial-part2,1,0,122.279,0
78,62fd14d7b1e0729dc8aadb79,xml,tutorial-part1,1,1,151.26,1
79,62fd14d7b1e0729dc8aadb79,xml,tutorial-part2,1,0,94.319,0
80,5dafea4de40355001651fa2f,jsonc,tutorial-part1,1,3,121.02,4
81,5dafea4de40355001651fa2f,jsonc,tutorial-part2,0,5,104.574,0
82,6787e4bd2bf9557a90208f03,yaml,tutorial-part1,0,5,572.21,5
83,6787e4bd2bf9557a90208f03,yaml,tutorial-part2,1,0,89.281,0
84,5e8a5a892f6f027054a83d88,toml,tutorial-part1,1,2,164.159,2
85,5e8a5a892f6f027054a83d88,toml,tutorial-part2,1,1,81.384,0
86,67e4920c40c9561040ca01d0,xml,tutorial-part1,1,4,398.103,4
87,67e4920c40c9561040ca01d0,xml,tutorial-part2,1,3,203.441,2
88,615200d54efc832849db2259,json,tutorial-part1,1,4,632.509,5
89,615200d54efc832849db2259,json,tutorial-part2,1,1,198.34,1
90,67f184a3b82990251abd1592,yaml,tutorial-part1,1,0,391.553,0
91,67f184a3b82990251abd1592,yaml,tutorial-part2,1,1,229.395,0
92,67bf88cc763aae600b429a3e,toml,tutorial-part1,0,5,381.275,4
93,67bf88cc763aae600b429a3e,toml,tutorial-part2,1,1,133.421,1
94,67a754a5c8614c52a939d87b,hjson,tutorial-part1,1,4,296.802,3
95,67a754a5c8614c52a939d87b,hjson,tutorial-part2,1,1,40.811,0
96,60fce3df91350150e2e88423,yaml,tutorial-part1,1,0,124.841,0
97,60fce3df91350150e2e88423,yaml,tutorial-part2,1,1,71.628,0
98,67d29234dbfdb6668d124115,yaml,tutorial-part1,1,2,292.814,2
99,67d29234dbfdb6668d124115,yaml,tutorial-part2,1,1,91.345,1
100,65cf6d8a589a67afcab54e6f,hjson,tutorial-part1,1,1,274.182,0
101,65cf6d8a589a67afcab54e6f,hjson,tutorial-part2,1,0,104.407,0
102,672d98919cc177d28c204e76,json5,tutorial-part1,1,3,349.9,3
103,672d98919cc177d28c204e76,json5,tutorial-part2,1,1,84.696,0
104,66b0d065329001a04e5ae671,json,tutorial-part1,1,2,821.903,3
105,66b0d065329001a04e5ae671,json,tutorial-part2,1,0,150.907,0
106,67f1a4f8dd44e7cd5adffa29,json5,tutorial-part1,1,3,609.662,5
107,67f1a4f8dd44e7cd5adffa29,json5,tutorial-part2,1,0,96.608,0
108,5e3b5fa9255e7a37bc841135,json,tutorial-part1,1,0,612.547,0
109,5e3b5fa9255e7a37bc841135,json,tutorial-part2,1,1,180.3,1
110,677c52fe648cd68583dd3b1e,xml,tutorial-part1,0,5,210.129,3
111,677c52fe648cd68583dd3b1e,xml,tutorial-part2,1,2,146.438,2
112,5d30dfa68b1523000134878f,json,tutorial-part1,1,3,497.068,6
113,5d30dfa68b1523000134878f,json,tutorial-part2,1,0,107.928,0
114,671a519900a99ebc15a67672,yaml,tutorial-part1,1,0,362.575,0
115,671a519900a99ebc15a67672,yaml,tutorial-part2,1,2,299.162,0
116,672ca6c0324ac26cdc0dd298,json5,tutorial-part1,1,3,172.813,5
117,672ca6c0324ac26cdc0dd298,json5,tutorial-part2,1,2,66.314,0
118,67d7fa657f5ac0292a291a38,hjson,tutorial-part1,1,1,347.853,1
119,67d7fa657f5ac0292a291a38,hjson,tutorial-part2,1,3,362.272,0
120,677d185800ab83d1b0185d82,jsonc,tutorial-part1,1,2,504.339,4
121,677d185800ab83d1b0185d82,jsonc,tutorial-part2,1,1,254.514,0
122,5b68c9eb87af310001584803,json5,tutorial-part1,1,2,217.009,2
123,5b68c9eb87af310001584803,json5,tutorial-part2,1,1,25.947,0
124,6784ff2095dd9b97e969b01f,jsonc,tutorial-part1,0,5,404.7,7
125,6784ff2095dd9b97e969b01f,jsonc,tutorial-part2,0,5,251.488,0
126,67eff2b1a264260e948a4d14,xml,tutorial-part1,1,1,507.035,1
127,67eff2b1a264260e948a4d14,xml,tutorial-part2,1,2,349.113,2
128,5ecc71c95c92c2000a9e9a19,jsonc,tutorial-part1,1,1,192.113,1
129,5ecc71c95c92c2000a9e9a19,jsonc,tutorial-part2,0,5,190.389,0
130,61267b828ead584bcf092e35,hjson,tutorial-part1,1,0,773.127,0
131,61267b828ead584bcf092e35,hjson,tutorial-part2,1,3,613.304,0
132,6501c0a2e788b5556c24569d,xml,tutorial-part1,1,0,84.417,0
133,6501c0a2e788b5556c24569d,xml,tutorial-part2,1,2,196.751,3
134,637d8ca00150ac6e71a34ec9,yaml,tutorial-part1,1,1,397.554,1
135,637d8ca00150ac6e71a34ec9,yaml,tutorial-part2,1,0,178.072,0
136,67cb01a82dda2577eb6ee320,json,tutorial-part1,1,2,1009.976,3
137,67cb01a82dda2577eb6ee320,json,tutorial-part2,1,1,411.297,1
138,67e17bac09359e09118892b4,json5,tutorial-part1,1,4,154.462,4
139,67e17bac09359e09118892b4,json5,tutorial-part2,1,0,32.221,0
140,6606b31155457e4f162ecf5a,json5,tutorial-part1,1,4,255.44,6
141,6606b31155457e4f162ecf5a,json5,tutorial-part2,1,1,97.921,0
142,63e5b3e89a3823139cb9d35e,toml,tutorial-part1,1,1,244.013,1
143,63e5b3e89a3823139cb9d35e,toml,tutorial-part2,1,0,255.432,0
144,66bb6b7e0ccbed81f3ed30a8,xml,tutorial-part1,1,1,104.253,1
145,66bb6b7e0ccbed81f3ed30a8,xml,tutorial-part2,1,4,78.777,3
146,6753746b1f8827e2bd586bf0,xml,tutorial-part1,1,0,165.355,0
147,6753746b1f8827e2bd586bf0,xml,tutorial-part2,1,3,113.739,3
148,67cd944859dabbd1d4552d39,json,tutorial-part1,0,5,386.372,5
149,67cd944859dabbd1d4552d39,json,tutorial-part2,1,2,229.742,2
150,57c357770e6a1f00015f6038,json,tutorial-part1,1,1,529.59,1
151,57c357770e6a1f00015f6038,json,tutorial-part2,1,0,108.785,0
152,67d188bcc201cc08eac23f92,json5,tutorial-part1,0,5,424.71,12
153,67d188bcc201cc08eac23f92,json5,tutorial-part2,1,3,119.045,0
154,67f3619e16d4ca195fbd1bd0,yaml,tutorial-part1,1,3,215.858,1
155,67f3619e16d4ca195fbd1bd0,yaml,tutorial-part2,1,0,124.96,0
156,66781db404eab5e142f849d9,jsonc,tutorial-part1,0,5,571.466,9
157,66781db404eab5e142f849d9,jsonc,tutorial-part2,1,3,126.501,0
158,667c2175b570aa694ce2f63c,toml,tutorial-part1,1,4,227.027,4
159,667c2175b570aa694ce2f63c,toml,tutorial-part2,1,4,217.698,0
160,67d1283c8f6169900d0072d2,yaml,tutorial-part1,1,3,197.822,3
161,67d1283c8f6169900d0072d2,yaml,tutorial-part2,1,5,153.833,5
162,5f29eff59714081a3594a331,json,tutorial-part1,1,2,281.946,2
163,5f29eff59714081a3594a331,json,tutorial-part2,1,0,146.13,0
164,65be552ceed6a0595fa1feb5,json,tutorial-part1,1,0,299.378,0
165,65be552ceed6a0595fa1feb5,json,tutorial-part2,1,4,209.941,6
166,6577a27da9f5297d49f38e6f,hjson,tutorial-part1,1,2,452.592,2
167,6577a27da9f5297d49f38e6f,hjson,tutorial-part2,1,3,181.361,0
168,67eefd0739d752c54dd52686,toml,tutorial-part1,0,5,289.566,7
169,67eefd0739d752c54dd52686,toml,tutorial-part2,0,5,96.121,5
170,67e12acb51605ac16c227598,jsonc,tutorial-part1,1,3,476.296,4
171,67e12acb51605ac16c227598,jsonc,tutorial-part2,1,5,226.347,0
172,67d9788747176969d8d0fa1d,hjson,tutorial-part1,1,2,471.961,2
173,67d9788747176969d8d0fa1d,hjson,tutorial-part2,1,1,623.8,0
174,669a84e18da4349ece0ea67c,xml,tutorial-part1,1,1,66.773,0
175,669a84e18da4349ece0ea67c,xml,tutorial-part2,0,5,62.432,6
176,67d548b5aa5737666a77a6d2,json5,tutorial-part1,1,3,398.832,4
177,67d548b5aa5737666a77a6d2,json5,tutorial-part2,0,5,208.249,0
178,67ab57e88fd0774428bd1f32,xml,tutorial-part1,1,1,149.909,0
179,67ab57e88fd0774428bd1f32,xml,tutorial-part2,1,2,183.361,4
180,667983594f7d5d70a78c6e5a,json,tutorial-part1,1,3,467.129,3
181,667983594f7d5d70a78c6e5a,json,tutorial-part2,1,3,312.263,3
182,67f913a9b5c79e960807c7e3,yaml,tutorial-part1,1,1,426.233,1
183,67f913a9b5c79e960807c7e3,yaml,tutorial-part2,1,1,205.787,1
184,672003022f1b667a20157c45,yaml,tutorial-part1,0,5,190.422,5
185,672003022f1b667a20157c45,yaml,tutorial-part2,1,2,56.141,1
186,671b65fe04c301eb14263ba5,toml,tutorial-part1,1,5,402.053,4
187,671b65fe04c301eb14263ba5,toml,tutorial-part2,1,2,246.593,0
188,6787d648d7b1963c661f9443,json5,tutorial-part1,1,5,74.568,5
189,6787d648d7b1963c661f9443,json5,tutorial-part2,1,0,14.745,0
190,66a9285501ac98053902d481,toml,tutorial-part1,1,0,167.134,0
191,66a9285501ac98053902d481,toml,tutorial-part2,1,1,114.458,0
192,66a662a0a709312db9de01f2,jsonc,tutorial-part1,0,5,38.935,8
193,66a662a0a709312db9de01f2,jsonc,tutorial-part2,0,5,37.924,0
194,66b246951b9aefec80b7158a,json,tutorial-part1,1,2,316.987,3
195,66b246951b9aefec80b7158a,json,tutorial-part2,1,1,175.741,1
196,5d766978f47e6200019a2acf,yaml,tutorial-part1,1,1,431.383,1
197,5d766978f47e6200019a2acf,yaml,tutorial-part2,1,1,138.975,0
198,677d32c679491be18090225b,xml,tutorial-part1,1,3,208.578,5
199,677d32c679491be18090225b,xml,tutorial-part2,1,3,85.602,2
200,67d163e7b7bcc1e9718e01da,json5,tutorial-part1,1,2,164.395,2
201,67d163e7b7bcc1e9718e01da,json5,tutorial-part2,1,0,113.808,0
202,665c5d94303fdf202ac9ded0,toml,tutorial-part1,1,2,119.326,2
203,665c5d94303fdf202ac9ded0,toml,tutorial-part2,1,2,89.539,2
204,67ab650c320eccf6141d4010,jsonc,tutorial-part1,1,1,289.186,1
205,67ab650c320eccf6141d4010,jsonc,tutorial-part2,0,5,93.56,0
206,65fad673a546ab14baf2f8d3,json5,tutorial-part1,1,2,524.439,2
207,65fad673a546ab14baf2f8d3,json5,tutorial-part2,1,0,206.354,0
208,67f1c7bd6f1c4a3d8deae02f,toml,tutorial-part1,1,0,455.77,0
209,67f1c7bd6f1c4a3d8deae02f,toml,tutorial-part2,1,0,133.142,0
210,67adb27bd5f5776fcb16da62,hjson,tutorial-part1,1,3,662.848,5
211,67adb27bd5f5776fcb16da62,hjson,tutorial-part2,1,1,143.695,0
212,6675c40cdc52b37294f0514e,hjson,tutorial-part1,0,5,1096.291,4
213,6675c40cdc52b37294f0514e,hjson,tutorial-part2,1,1,275.521,0
